TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
50,2024/05/02,3968.51,639,purchase,Philadelphia,0
51,2023/11/02,29.32,620,refund,Chicago,0
52,2024/01/17,817.4,57,refund,Chicago,0
53,2024/10/15,1801.08,456,refund,San Jose,0
54,2023/12/12,740.67,970,purchase,San Antonio,0
55,2024/10/03,2700.55,430,purchase,New York,0
56,2024/02/28,875.22,437,purchase,Houston,0
57,2023/11/27,3021.84,685,refund,San Diego,0
58,2024/08/02,3558.8,274,purchase,Philadelphia,0
59,2023/12/27,442.85,12,refund,Chicago,0
60,2024/08/13,3836.6,277,refund,Dallas,0
61,2024/05/14,4707.89,94,refund,San Antonio,0
62,2024/06/26,2069.71,400,purchase,New York,0
63,2024/09/28,1022.13,526,refund,Phoenix,0
64,2024/04/04,3916.07,576,refund,San Jose,0
65,2024/01/13,1977.93,879,refund,Dallas,0
66,2024/06/05,720.95,680,purchase,Houston,0
67,2023/12/23,1788.8,546,purchase,Philadelphia,0
68,2024/02/13,3448.81,219,refund,San Diego,0
69,2024/05/13,3443.84,555,refund,Dallas,0
70,2024/01/02,493.08,412,purchase,Los Angeles,0
71,2024/03/09,4372.58,210,refund,New York,0
72,2024/03/23,235.06,363,purchase,New York,0
73,2024/04/30,1708.71,112,refund,San Diego,0
74,2024/08/29,3374.61,109,refund,New York,0
75,2024/10/12,2298.56,469,refund,Philadelphia,0
76,2024/08/24,2988.26,823,purchase,San Jose,0
77,2024/04/13,2015.55,447,purchase,San Diego,0
78,2024/01/15,1509.45,619,refund,Philadelphia,0
79,2024/02/13,4611.36,94,refund,Los Angeles,0
80,2024/01/10,222.74,620,purchase,Los Angeles,0
81,2024/09/20,4298.25,979,refund,Philadelphia,0
82,2024/09/15,1007.32,770,refund,Phoenix,0
83,2024/09/09,2166.21,807,purchase,New York,0
84,2024/10/19,2522.34,52,purchase,Philadelphia,0
85,2023/11/05,2282.71,196,purchase,Dallas,0
86,2024/05/09,2377.94,282,purchase,Houston,0
87,2024/01/25,1081.21,926,refund,Chicago,0
88,2024/06/08,4152.22,397,refund,San Antonio,0
89,2023/11/16,3947.26,431,refund,Houston,0
90,2024/03/29,1370.1,701,refund,Philadelphia,0
91,2023/12/27,4922.69,846,refund,New York,0
92,2024/01/07,2356.42,941,purchase,New York,0
93,2024/08/05,4527.03,817,purchase,Dallas,0
94,2024/09/16,2006,87,refund,San Antonio,0
95,2024/05/05,1923.78,708,refund,New York,0
96,2024/09/05,1209.88,336,purchase,Philadelphia,0
97,2024/07/31,3558.24,188,refund,San Jose,0
98,2024/10/18,923.88,407,purchase,San Jose,0
99,2024/09/27,4836.36,656,purchase,Chicago,0
100,2024/07/20,3396.1,818,purchase,Philadelphia,0
101,2024/07/15,2522.38,68,refund,Chicago,0
102,2024/08/24,433.94,837,purchase,Chicago,0
103,2024/10/16,4975.64,37,refund,Houston,0
104,2024/06/02,772.43,78,refund,Dallas,0
105,2024/06/25,814.27,348,refund,New York,0
106,2024/04/30,3016.19,574,purchase,Los Angeles,0
107,2023/11/15,639.68,725,refund,New York,0
108,2024/09/27,3593.48,376,purchase,San Diego,0
109,2024/03/06,3593.2,934,refund,Los Angeles,0
110,2024/07/22,785.79,78,refund,Phoenix,0
111,2024/10/01,1404.77,727,refund,San Jose,0
112,2023/11/02,388.09,258,purchase,San Diego,0
113,2023/12/28,4469.05,441,purchase,Chicago,0
114,2024/08/10,3084.23,305,refund,Phoenix,0
115,2023/11/22,3268.77,364,refund,San Diego,0
116,2024/04/30,4443.7,339,purchase,New York,0
117,2024/08/16,3773.79,382,purchase,San Jose,0
118,2024/02/01,2525.84,464,purchase,San Diego,0
119,2024/06/13,2827.55,714,purchase,San Diego,0
120,2024/03/05,1019.46,244,refund,San Diego,0
121,2024/03/28,1476.27,231,refund,Los Angeles,0
122,2024/09/22,1871.58,443,purchase,Phoenix,0
123,2024/09/05,1290.73,455,refund,New York,0
124,2024/06/05,3904.09,608,purchase,Philadelphia,0
125,2024/09/30,303.11,232,refund,Chicago,0
126,2024/01/21,1445.21,955,refund,San Jose,0
127,2023/10/28,2797.59,897,purchase,Los Angeles,0
128,2023/12/15,4820.74,663,refund,San Jose,0
129,2024/05/22,4676.86,983,purchase,Chicago,0
130,2024/04/19,2131.67,349,purchase,Dallas,0
131,2024/08/17,4593.26,366,refund,San Jose,0
132,2024/05/15,2964.31,486,purchase,San Antonio,0
133,2024/06/25,4452.56,587,refund,Chicago,0
134,2024/03/01,1064.75,816,purchase,New York,0
135,2023/11/29,1950.97,648,purchase,San Antonio,0
136,2024/10/16,3033.38,207,refund,San Diego,0
137,2024/01/03,4579.91,806,purchase,Chicago,0
138,2024/10/10,4463.06,616,purchase,New York,0
139,2024/03/15,4824.21,163,refund,Phoenix,0
140,2023/11/12,1606.55,728,refund,Phoenix,0
141,2023/10/30,3050.67,814,purchase,Philadelphia,0
142,2024/01/03,3465.81,688,purchase,Dallas,0
143,2023/11/30,1629.28,621,refund,Houston,0
144,2024/01/24,3806.2,141,refund,Houston,0
145,2024/03/21,3506.76,282,refund,Phoenix,0
146,2024/03/15,1893.07,818,purchase,Houston,0
147,2024/01/24,3022.31,294,refund,San Antonio,0
148,2024/09/09,1649.57,675,purchase,San Antonio,0
149,2023/12/07,2735.8,574,purchase,San Diego,0
150,2024/08/16,602.35,381,purchase,San Antonio,0
151,2024/09/08,3214.15,565,purchase,Los Angeles,0
152,2023/11/14,3732.15,794,refund,Phoenix,0
153,2024/02/20,1705.68,174,purchase,Chicago,0
154,2023/12/04,3354.2,207,purchase,Phoenix,0
155,2024/08/13,1155.19,187,refund,Houston,0
156,2024/03/19,22.08,964,purchase,Philadelphia,0
157,2023/10/23,2545.43,118,refund,Houston,0
158,2024/04/08,3173.84,279,purchase,Philadelphia,0
159,2024/07/06,2458.68,681,refund,San Antonio,0
160,2024/05/23,331.2,796,refund,San Jose,0
161,2024/09/22,3947.38,434,refund,San Jose,0
162,2024/06/12,768.44,1,purchase,Phoenix,0
163,2024/02/18,3277.91,824,purchase,Philadelphia,0
164,2023/11/16,4385.78,560,refund,San Jose,0
165,2023/11/26,4195.53,789,refund,San Jose,0
166,2023/11/30,2596.94,471,refund,San Diego,0
167,2024/04/01,4411.72,666,refund,San Diego,0
168,2024/04/19,1796.39,584,refund,New York,0
169,2024/06/18,1282.88,255,purchase,San Diego,0
170,2024/07/25,1812.72,28,purchase,San Antonio,0
171,2024/09/01,2105.09,551,refund,San Jose,0
172,2024/03/15,180.77,826,refund,Phoenix,0
173,2023/12/31,68.85,737,purchase,Phoenix,0
174,2024/05/13,194.61,303,refund,San Diego,0
175,2024/04/06,4100.37,3,purchase,Los Angeles,0
176,2023/12/30,3246.92,505,refund,San Jose,0
177,2024/08/03,3411.73,502,refund,Houston,0
178,2024/05/05,3342.67,484,purchase,San Diego,0
179,2023/11/15,620.53,582,purchase,Phoenix,0
180,2024/01/01,1986.08,714,refund,Phoenix,0
181,2024/01/04,3427.7,232,purchase,Los Angeles,0
182,2024/05/27,4954.15,210,refund,Houston,0
183,2023/12/01,2282.14,27,purchase,Los Angeles,0
184,2024/07/14,1489.88,706,purchase,San Diego,0
185,2024/02/24,65.35,429,purchase,Dallas,0
186,2024/07/20,1919.7,828,refund,Dallas,0
187,2024/04/17,2189.78,174,refund,Chicago,0
188,2023/10/31,3666.78,361,purchase,New York,0
189,2024/08/01,4315.43,627,purchase,Philadelphia,0
190,2024/07/21,3651.59,75,refund,San Diego,0
191,2024/09/07,1703.8,916,purchase,San Jose,1
192,2024/04/27,4248.1,862,purchase,San Jose,1
193,2024/09/03,1706.64,417,refund,San Antonio,0
194,2024/09/30,2444.96,615,purchase,New York,0
195,2024/09/30,2945.76,37,purchase,Philadelphia,0
196,2024/08/12,4971.31,786,purchase,Los Angeles,0
197,2023/11/02,2805.81,345,refund,Phoenix,0
198,2024/10/20,4271.92,367,purchase,Houston,0
199,2024/05/15,3715.22,722,purchase,New York,0
200,2024/05/20,4240.22,883,purchase,Dallas,0
201,2024/03/07,582.83,409,refund,Los Angeles,0
202,2024/06/27,38.88,109,purchase,Chicago,0
203,2023/11/18,4906.35,167,refund,San Antonio,0
204,2024/01/02,372.55,743,purchase,New York,0
205,2024/10/20,1650.68,631,refund,Los Angeles,0
206,2024/04/02,300.25,201,refund,Dallas,0
207,2024/04/26,967.46,240,purchase,Dallas,0
208,2024/04/18,2051.75,921,purchase,Chicago,0
209,2023/11/05,1641.32,826,purchase,San Jose,1
210,2023/11/07,407.51,116,refund,Chicago,0
211,2024/03/01,2960.27,965,purchase,San Jose,0
212,2023/11/06,3128.51,719,refund,Dallas,0
213,2024/01/06,1463.83,627,refund,Los Angeles,0
214,2024/04/24,2587.29,43,refund,Houston,0
215,2024/04/15,165.69,573,refund,Chicago,0
216,2024/08/26,1408.59,151,refund,San Jose,0
217,2024/02/18,4398.94,919,refund,Chicago,0
218,2024/03/20,3365.82,452,purchase,San Diego,0
219,2024/07/03,547.72,411,purchase,Philadelphia,0
220,2023/11/24,3403.92,205,purchase,San Diego,0
221,2024/01/25,4160.09,990,purchase,Houston,0
222,2024/05/04,3146.9,303,purchase,Los Angeles,0
223,2024/05/25,4778.31,780,refund,Chicago,0
224,2024/02/18,2890.29,256,refund,Chicago,0
225,2024/03/15,4230.17,797,purchase,San Antonio,0
226,2024/06/18,3387.78,220,refund,San Jose,0
227,2023/12/09,2837.46,289,refund,San Antonio,0
228,2024/07/13,1956.96,443,purchase,Phoenix,0
229,2023/11/15,2798.04,388,refund,San Jose,0
230,2024/03/30,1774.01,576,purchase,Phoenix,0
231,2024/01/15,1232.42,279,refund,New York,0
232,2024/05/08,473.7,445,refund,San Jose,0
233,2024/10/17,1265.07,148,purchase,Dallas,0
234,2024/07/31,3726.83,169,refund,Houston,0
235,2024/05/02,1650.29,515,refund,San Diego,0
236,2024/10/06,4125.33,4,refund,San Antonio,0
237,2024/04/04,3506.49,488,purchase,New York,0
238,2024/07/10,604.3,233,refund,Philadelphia,0
239,2023/12/27,984.71,496,purchase,Dallas,0
240,2024/10/15,4541.36,744,purchase,Phoenix,0
241,2024/09/16,4127.8,298,refund,San Jose,0
242,2024/08/09,1074.36,53,purchase,Phoenix,0
243,2024/08/08,3305.73,59,purchase,Philadelphia,0
244,2023/11/19,2790.95,193,purchase,San Diego,0
245,2024/07/19,3145.56,947,purchase,New York,0
246,2023/11/20,4116.82,337,refund,Philadelphia,0
247,2024/02/05,670.64,248,purchase,Los Angeles,0
248,2024/01/25,1417.05,966,purchase,Houston,0
249,2023/12/22,3699.99,827,refund,New York,0
250,2024/10/06,1805.95,980,refund,Los Angeles,0
251,2024/08/24,2003.64,949,refund,San Diego,0
252,2024/01/03,338.18,973,purchase,San Jose,0
253,2024/10/04,3069.16,919,refund,New York,0
254,2024/07/28,1809.94,101,refund,San Jose,0
255,2023/12/19,3660.29,623,purchase,Philadelphia,0
256,2023/11/10,4228.23,590,purchase,San Jose,0
257,2024/05/19,996.58,113,purchase,Los Angeles,0
258,2024/07/28,979.4,598,purchase,Chicago,0
259,2024/06/12,4310.64,106,refund,Chicago,0
260,2024/06/28,1841.08,933,refund,Houston,0
261,2024/07/18,965.29,67,refund,San Jose,0
262,2024/06/14,2347.86,691,purchase,Chicago,0
263,2023/12/05,1289.36,1,refund,New York,0
264,2024/02/20,1176.73,662,refund,Chicago,0
265,2024/04/29,3503.11,855,refund,Chicago,0
266,2023/11/04,1730.85,750,refund,San Jose,0
267,2024/07/23,4429.98,47,refund,Phoenix,0
268,2024/06/26,565.41,618,refund,Dallas,0
269,2024/09/09,704.9,371,refund,Dallas,0
270,2023/12/18,1544.68,695,purchase,Los Angeles,0
271,2024/02/04,732.16,207,refund,San Diego,0
272,2023/12/08,3015.08,280,purchase,Chicago,0
273,2024/09/18,1307.15,136,refund,San Antonio,0
274,2024/06/02,1834.32,63,purchase,Dallas,0
275,2024/05/28,2454.34,197,refund,San Jose,0
276,2024/06/15,1392.09,780,purchase,New York,0
277,2024/08/01,4815.35,848,purchase,Houston,0
278,2024/01/08,3513.45,519,purchase,New York,0
279,2024/06/12,724.56,736,refund,New York,0
280,2024/02/05,1820.34,864,refund,San Jose,0
281,2024/09/07,964.78,76,purchase,San Diego,0
282,2024/04/11,4186.42,731,refund,New York,0
283,2024/03/22,4305.23,645,refund,Houston,0
284,2024/08/04,3397.65,972,refund,San Jose,0
285,2023/11/06,4603.97,843,purchase,Chicago,0
286,2024/01/04,2125.83,785,purchase,San Jose,0
287,2024/08/19,1741.04,914,refund,San Antonio,0
288,2024/03/17,2902.39,870,purchase,Dallas,0
289,2024/09/01,4259.96,874,refund,Dallas,0
290,2023/11/27,2887.65,67,refund,Chicago,0
291,2024/04/14,740.58,671,purchase,Los Angeles,0
292,2024/05/08,2121.28,480,refund,San Antonio,0
293,2023/11/24,3524.33,302,refund,San Antonio,0
294,2024/06/27,3857.24,529,purchase,Los Angeles,0
295,2024/09/07,716.93,849,purchase,Phoenix,0
296,2024/08/14,1693.43,804,purchase,San Jose,0
297,2024/09/21,4862.44,466,purchase,Chicago,0
298,2024/05/05,2783.65,497,purchase,San Diego,0
299,2024/03/10,2785.32,882,refund,Los Angeles,0
300,2024/09/06,4678.38,98,purchase,San Diego,0
301,2024/04/10,3879.7,887,purchase,San Diego,0
302,2024/01/04,746.71,332,refund,Chicago,0
303,2024/09/01,520.72,156,refund,Dallas,0
304,2024/03/08,3513.39,542,purchase,San Antonio,0
305,2024/05/11,4734.11,57,purchase,Phoenix,0
306,2024/02/16,3303.14,925,purchase,Los Angeles,0
307,2023/11/01,4979.6,540,purchase,New York,0
308,2024/08/11,2505.91,115,purchase,Los Angeles,0
309,2024/08/07,4930.26,8,refund,San Antonio,0
310,2024/10/14,2793.96,768,purchase,Houston,0
311,2024/07/03,4912.62,886,purchase,San Jose,0
312,2023/12/28,729.64,278,refund,Dallas,0
313,2024/09/02,2130.43,213,refund,Los Angeles,0
314,2024/07/09,2094.02,704,refund,San Diego,0
315,2024/04/07,928.58,338,purchase,Chicago,0
316,2024/09/20,1594.15,756,purchase,New York,0
317,2024/05/03,3002.5,108,purchase,Philadelphia,0
318,2024/04/07,3744.54,130,refund,San Diego,0
319,2024/08/10,1491.33,45,refund,San Diego,0
320,2024/06/16,281.18,237,purchase,Philadelphia,1
321,2024/05/07,2955.28,340,refund,Dallas,0
322,2024/05/03,82,527,purchase,Houston,0
323,2023/10/23,3886.43,870,purchase,Chicago,0
324,2024/06/20,2513.33,693,purchase,Houston,0
325,2024/08/04,4517.78,744,purchase,Los Angeles,0
326,2023/11/21,3621.27,449,refund,San Diego,0
327,2024/06/18,4422.71,574,purchase,San Antonio,0
328,2024/05/21,581.79,985,purchase,Chicago,0
329,2024/07/17,899.87,201,refund,Los Angeles,0
330,2024/10/16,3237.7,277,refund,Houston,0
331,2024/04/12,1569.25,73,purchase,San Jose,0
332,2024/08/14,282.62,850,purchase,Dallas,0
333,2024/01/08,1487.26,671,refund,San Antonio,0
334,2023/12/28,2537.67,347,purchase,Los Angeles,0
335,2024/09/22,3890.85,799,refund,Houston,0
336,2023/10/26,2932.28,443,purchase,Chicago,0
337,2024/03/08,1243.23,288,purchase,San Diego,0
338,2024/07/08,117.1,597,purchase,New York,0
339,2024/04/03,3957.22,439,refund,Phoenix,0
340,2024/06/21,1511.63,636,refund,New York,0
341,2024/02/25,574.35,75,purchase,Chicago,0
342,2024/01/23,2269.92,347,purchase,Philadelphia,0
343,2024/10/17,1751.23,243,purchase,Dallas,0
344,2024/08/18,770.07,791,purchase,New York,0
345,2024/05/18,3986.28,64,purchase,New York,0
346,2024/07/16,126.1,487,refund,Philadelphia,0
347,2024/09/09,1688.19,755,refund,Dallas,0
348,2024/08/11,2775.13,904,purchase,Philadelphia,0
349,2024/09/14,4610.03,353,purchase,San Jose,0
350,2024/07/30,4277.16,789,purchase,San Diego,0
351,2024/09/18,3584.64,96,refund,New York,0
352,2024/10/02,3588.5,282,refund,San Jose,0
353,2023/10/22,2370.24,527,refund,New York,0
354,2024/08/13,2740.4,107,refund,Los Angeles,0
355,2024/04/20,2107.38,398,refund,San Jose,0
356,2024/07/13,4655.62,598,refund,Philadelphia,0
357,2023/11/10,1409.44,881,purchase,San Jose,0
358,2024/06/23,2195.59,413,purchase,Chicago,0
359,2024/07/30,3103.56,294,refund,Chicago,0
360,2023/12/24,2755.44,230,refund,Houston,0
361,2024/04/12,1194.12,601,refund,San Diego,0
362,2023/11/09,824.41,590,purchase,Philadelphia,0
363,2024/08/10,2287.14,734,purchase,Dallas,0
364,2024/08/29,774.53,989,purchase,Los Angeles,0
365,2024/09/18,2330.25,247,refund,Dallas,0
366,2024/03/10,3747.26,767,purchase,San Diego,0
367,2024/04/19,4233.04,686,refund,Phoenix,0
368,2023/12/26,3457.83,899,purchase,San Diego,0
369,2024/10/10,1726.8,118,refund,New York,0
370,2024/05/06,3126.8,906,refund,Philadelphia,0
371,2023/10/29,3047.66,789,purchase,New York,1
372,2024/01/10,3449.36,405,purchase,Chicago,0
373,2024/07/25,833.04,488,purchase,Philadelphia,0
374,2023/12/01,248.65,973,refund,Chicago,0
375,2024/05/15,1638.6,713,refund,San Jose,0
376,2024/07/15,327.46,924,purchase,San Diego,0
377,2024/05/21,97.25,842,refund,Dallas,0
378,2024/05/26,1443.1,241,purchase,Philadelphia,0
379,2024/07/15,4640.59,854,purchase,Houston,0
380,2024/09/15,2469.63,787,refund,Los Angeles,0
381,2024/02/01,572.08,80,purchase,San Jose,0
382,2024/08/17,1845.36,584,purchase,Houston,0
383,2024/09/03,1509.3,130,purchase,Phoenix,0
384,2023/12/24,1650.3,446,refund,Los Angeles,0
385,2023/10/24,999.14,436,refund,Los Angeles,0
386,2024/07/20,4157.23,236,refund,Phoenix,0
387,2023/10/26,2352.91,93,refund,Los Angeles,0
388,2024/08/31,3568.87,311,refund,Dallas,0
389,2024/09/21,3390.19,921,refund,Los Angeles,0
390,2024/09/04,4729.42,655,refund,Chicago,0
391,2024/07/18,2152.93,648,refund,New York,0
392,2024/05/07,3596.87,838,purchase,Los Angeles,0
393,2024/09/09,3289.01,14,purchase,Chicago,0
394,2024/02/29,2016.55,964,purchase,Chicago,0
395,2023/11/08,4063.63,963,purchase,Dallas,0
396,2023/11/16,2055.05,726,purchase,New York,0
397,2024/05/20,694.88,575,refund,New York,0
398,2024/03/17,1585.62,799,purchase,New York,0
399,2023/11/16,4561.25,271,refund,San Antonio,0
400,2024/05/23,4224.27,104,refund,Phoenix,0
401,2024/08/27,2988.96,239,refund,San Diego,0
402,2023/12/30,814.35,312,refund,Philadelphia,0
403,2024/08/26,3129.08,489,purchase,San Diego,0
404,2024/07/08,1267.8,8,refund,Houston,0
405,2024/09/04,3799.67,41,purchase,San Diego,0
406,2024/03/01,3433.05,848,purchase,Philadelphia,0
407,2024/06/10,2729.2,803,purchase,San Diego,0
408,2023/12/12,4686.29,681,purchase,New York,0
409,2023/11/01,1901.04,431,purchase,Phoenix,0
410,2024/02/18,164.15,740,purchase,San Antonio,0
411,2023/10/21,1707,985,refund,Phoenix,0
412,2024/01/30,558.72,460,purchase,Houston,0
413,2024/04/13,3415.01,572,purchase,New York,0
414,2024/08/25,3267.07,275,refund,New York,0
415,2024/05/11,4056.75,45,purchase,San Jose,0
416,2023/11/08,4707.69,595,purchase,Phoenix,0
417,2024/04/06,2092.28,769,refund,Houston,0
418,2023/12/14,205.48,983,purchase,Chicago,0
419,2024/04/28,1586.16,29,purchase,San Jose,0
420,2023/11/15,2168.32,136,purchase,Dallas,0
421,2024/05/19,1717.95,889,refund,Los Angeles,0
422,2024/09/10,4709.06,675,purchase,Philadelphia,0
423,2023/12/12,1458.12,106,refund,Houston,0
424,2023/12/22,4707.74,115,purchase,Chicago,0
425,2024/03/07,4151.98,381,refund,Houston,0
426,2024/09/06,1845.18,414,refund,San Antonio,0
427,2024/07/04,2121.47,964,purchase,Dallas,0
428,2024/09/30,1561.2,654,purchase,New York,0
429,2023/10/31,1343.61,765,refund,New York,0
430,2024/10/15,1235.24,275,refund,San Diego,0
431,2024/07/27,3435.02,724,refund,Philadelphia,0
432,2024/09/07,3769.64,639,purchase,Philadelphia,0
433,2024/09/10,2038.53,399,refund,San Diego,0
434,2024/09/22,3046.83,433,refund,San Jose,0
435,2024/05/11,1148.82,761,purchase,San Jose,0
436,2023/12/03,1414.07,435,refund,Dallas,0
437,2023/11/10,2122.77,224,purchase,Los Angeles,0
438,2024/05/22,413.62,550,purchase,Houston,0
439,2024/06/13,4559.95,402,purchase,New York,0
440,2023/11/03,184.8,948,purchase,Phoenix,0
441,2024/05/27,533.65,821,refund,San Diego,0
442,2024/04/14,1953.36,83,purchase,San Diego,0
443,2024/07/24,4399.45,275,purchase,San Antonio,0
444,2023/11/12,3466.73,494,refund,Philadelphia,0
445,2024/08/31,1564.1,120,refund,Los Angeles,0
446,2023/10/27,4072.13,146,purchase,Chicago,0
447,2023/11/05,1307.87,928,refund,Los Angeles,0
448,2024/08/09,1154.79,894,refund,Phoenix,0
449,2024/01/27,243.7,974,purchase,San Diego,0
450,2023/12/25,4522.96,730,purchase,Los Angeles,0
451,2024/09/15,2072.97,103,purchase,San Jose,0
452,2024/02/18,199.97,798,refund,Phoenix,0
453,2024/06/14,4231.9,204,purchase,Dallas,0
454,2024/02/07,1278.76,788,purchase,Chicago,0
455,2024/02/18,3267.74,286,refund,Dallas,0
456,2024/03/06,353.12,818,refund,Houston,0
457,2024/01/16,1008.91,13,purchase,San Antonio,0
458,2023/11/03,815.82,198,purchase,San Antonio,0
459,2023/12/06,3574.71,64,purchase,New York,0
460,2024/03/23,4448.41,884,purchase,Los Angeles,0
461,2024/10/16,3405.11,273,refund,Phoenix,0
462,2024/09/01,2051.67,694,refund,Philadelphia,0
463,2024/01/26,2333.98,46,refund,Phoenix,0
464,2024/06/21,3776.8,82,purchase,San Jose,0
465,2024/08/07,2824.48,269,purchase,San Antonio,0
466,2024/05/27,690.02,71,purchase,Phoenix,0
467,2024/06/26,1200.66,431,refund,San Diego,0
468,2023/10/23,4593.29,901,purchase,San Diego,0
469,2023/11/02,3349.47,122,refund,Houston,0
470,2024/05/22,3409.05,102,purchase,Houston,0
471,2024/09/07,146.4,967,purchase,Los Angeles,0
472,2024/09/21,1047.11,535,purchase,Phoenix,0
473,2024/05/18,1301.75,558,purchase,Philadelphia,0
474,2024/09/26,372.78,712,purchase,New York,0
475,2024/01/27,2906.03,84,refund,Dallas,0
476,2024/01/23,2679.58,361,purchase,Philadelphia,0
477,2024/07/08,671.69,605,refund,Philadelphia,0
478,2024/09/12,1117.05,327,refund,New York,0
479,2024/10/06,1348.04,686,purchase,Houston,0
480,2024/05/24,4210.14,786,purchase,Philadelphia,0
481,2024/09/30,4509.1,212,refund,San Diego,0
482,2023/12/26,1788.41,896,purchase,Houston,0
483,2024/01/06,3021.35,195,purchase,San Diego,0
484,2024/03/21,4874.36,303,refund,Chicago,0
485,2024/01/21,1062.55,489,refund,Los Angeles,0
486,2024/01/16,2229.09,368,refund,Phoenix,0
487,2024/03/07,4735.69,941,refund,Houston,0
488,2024/09/20,3635.9,912,refund,Philadelphia,0
489,2024/07/01,3957.34,154,purchase,New York,0
490,2024/06/12,1252.36,544,purchase,Houston,0
491,2024/10/20,2793.05,539,refund,Chicago,0
492,2023/12/04,566.44,504,refund,San Jose,0
493,2023/11/15,1742.14,395,refund,Dallas,0
494,2024/07/18,1904.81,693,purchase,San Antonio,0
495,2024/09/15,3357.13,511,purchase,New York,0
496,2024/01/02,2193.2,602,refund,Los Angeles,0
497,2024/02/10,214.46,229,purchase,Philadelphia,0
498,2024/10/09,2454.2,22,purchase,Chicago,0
499,2024/02/27,2926.09,713,refund,Phoenix,0
500,2024/05/12,4413.47,522,purchase,Phoenix,0
501,2023/12/04,2422.03,703,purchase,Philadelphia,0
502,2024/05/19,2475.66,829,refund,San Diego,0
503,2024/03/05,4362.22,245,purchase,San Diego,0
504,2023/12/07,2679.7,926,purchase,Dallas,0
505,2024/07/24,238.04,568,refund,Philadelphia,0
506,2024/04/01,4526.06,201,purchase,Los Angeles,0
507,2024/06/05,1407.65,358,purchase,Philadelphia,1
508,2023/12/25,1387.25,935,refund,New York,0
509,2023/12/27,4254.39,654,refund,Dallas,0
510,2024/02/24,327.65,848,refund,San Jose,0
511,2024/04/18,3755.69,532,purchase,New York,0
512,2023/11/11,2521.76,805,purchase,Philadelphia,0
513,2024/02/06,1316.72,947,purchase,Dallas,0
514,2024/01/15,2296.64,613,purchase,New York,0
515,2024/03/27,1505.15,894,refund,Dallas,0
516,2024/06/14,1297.03,273,refund,Chicago,0
517,2024/10/13,1588.73,161,purchase,San Diego,0
518,2024/01/13,1279.92,888,refund,San Antonio,0
519,2024/02/26,4527.2,361,purchase,Phoenix,0
520,2024/10/16,4564.53,13,refund,San Antonio,0
521,2024/09/18,4366.27,178,refund,New York,0
522,2024/04/10,2274.58,914,refund,San Diego,0
523,2024/10/08,2981.95,522,refund,Dallas,0
524,2024/02/12,3341.42,58,purchase,Dallas,0
525,2024/10/14,911.31,585,purchase,Philadelphia,0
